trans_id,user_id,merchant_id,device_id,amount,timestamp
t_3420,user_147,merch_2421,device_3,4865.88,2025-12-14T01:29:24.073660
t_3421,user_2854,merch_858,device_1023,4481.3,2025-10-26T00:07:51.073660
t_3422,user_3289,merch_437,device_1837,1480.07,2025-12-05T23:31:24.074697
t_3423,user_1667,merch_904,device_271,2334.91,2025-12-01T15:41:38.074697
t_3424,user_3862,merch_2393,device_1998,4426.18,2025-11-25T05:19:46.075717
t_3425,user_2262,merch_64,device_768,1947.29,2025-12-07T15:23:02.075717
t_3426,user_1092,merch_1472,device_916,1760.46,2025-11-21T18:16:40.076736
t_3427,user_3763,merch_2432,device_193,860.28,2025-11-14T14:47:12.077755
t_3428,user_3528,merch_1,device_1421,1113.3,2025-10-29T22:32:17.077755
t_3429,user_94,merch_1118,device_43,875.05,2025-11-05T08:59:08.078774
t_3430,user_3302,merch_45,device_1844,1156.29,2025-10-31T08:12:29.078774
t_3431,user_304,merch_2169,device_698,4981.66,2025-10-10T18:41:25.079794
t_3432,user_630,merch_27,device_626,843.88,2025-12-26T08:00:00.079794
t_3433,user_3190,merch_2294,device_1871,818.03,2025-10-20T10:49:45.080830
t_3434,user_39,merch_277,device_640,859.28,2025-10-16T09:12:59.080830
t_3435,user_3564,merch_1434,device_1209,378.66,2025-12-15T20:47:54.081849
t_3436,user_639,merch_1092,device_1728,2117.0,2025-12-24T07:43:31.081849
t_3437,user_2584,merch_41,device_59,326.61,2025-11-02T23:39:44.082868
t_3438,user_2509,merch_629,device_109,1653.84,2025-12-03T08:50:29.083887
t_3439,user_817,merch_1872,device_1575,1140.92,2025-12-21T04:38:03.083887
t_3440,user_760,merch_2306,device_596,2554.02,2025-12-03T07:38:10.084906
t_3441,user_15,merch_2493,device_954,1155.35,2025-10-04T16:55:56.084906
t_3442,user_861,merch_2072,device_1765,1177.03,2025-11-17T12:19:14.085925
t_3443,user_1584,merch_286,device_1976,1172.55,2025-11-25T03:52:45.085925
t_3444,user_789,merch_538,device_1548,703.72,2025-12-15T03:37:06.086944
t_3445,user_2900,merch_1588,device_217,1106.52,2025-12-12T16:35:18.086944
t_3446,user_2892,merch_840,device_951,3859.06,2025-12-27T19:22:17.087964
t_3447,user_2996,merch_2442,device_806,623.11,2025-09-30T19:24:16.088983
t_3448,user_1812,merch_2138,device_1275,2298.16,2025-10-14T11:48:18.088983
t_3449,user_325,merch_1628,device_340,3929.15,2025-12-06T13:16:14.090018
t_3450,user_1078,merch_897,device_1599,744.45,2025-10-04T19:37:37.090018
t_3451,user_2356,merch_2078,device_537,763.24,2025-11-23T00:18:42.091037
t_3452,user_507,merch_1305,device_490,2270.49,2025-11-22T21:52:08.091037
t_3453,user_770,merch_1653,device_827,1216.04,2025-10-30T17:51:16.092056
t_3454,user_3097,merch_697,device_58,1232.21,2025-12-11T16:43:14.092056
t_3455,user_1616,merch_263,device_1772,412.91,2025-12-02T18:53:14.093076
t_3456,user_2463,merch_150,device_599,3040.08,2025-10-10T23:22:10.093076
t_3457,user_893,merch_247,device_1615,218.32,2025-12-24T06:47:29.094096
t_3458,user_3012,merch_1336,device_250,814.59,2025-10-30T14:24:14.095116
t_3459,user_2682,merch_2277,device_1195,1212.19,2025-10-06T20:46:34.095116
t_3460,user_1152,merch_1122,device_456,4947.83,2025-10-15T22:43:38.096326
t_3461,user_252,merch_2423,device_1007,905.39,2025-12-11T13:35:39.096326
t_3462,user_3697,merch_1773,device_1451,936.9,2025-11-01T05:50:14.097346
t_3463,user_327,merch_2322,device_1152,5270.69,2025-10-14T01:08:34.097346
t_3464,user_49,merch_1399,device_399,4444.24,2025-11-14T04:06:45.098366
t_3465,user_361,merch_901,device_1468,388.73,2025-11-09T13:32:05.098366
t_3466,user_2409,merch_269,device_1847,1054.49,2025-12-27T06:48:26.099385
t_3467,user_2859,merch_2042,device_377,205.77,2025-12-15T22:38:53.100405
t_3468,user_2331,merch_458,device_674,935.86,2025-12-04T20:23:10.100405
t_3469,user_1846,merch_280,device_972,1251.11,2025-11-04T03:36:35.101424
t_3470,user_1517,merch_346,device_777,2431.3,2025-10-10T21:05:26.101424
t_3471,user_1283,merch_612,device_1661,4237.87,2025-12-06T20:25:44.102443
t_3472,user_934,merch_395,device_729,829.71,2025-12-22T09:32:03.102443
t_3473,user_2829,merch_80,device_1540,683.71,2025-10-28T07:19:16.103463
t_3474,user_3604,merch_1979,device_516,225.11,2025-11-04T02:07:04.103463
t_3475,user_1899,merch_165,device_1895,756.43,2025-12-12T14:57:26.104482
t_3476,user_1852,merch_933,device_441,368.72,2025-10-22T19:27:24.104482
t_3477,user_1718,merch_1145,device_1145,2910.02,2025-11-09T03:41:02.105520
t_3478,user_3228,merch_434,device_1553,596.35,2025-11-11T10:37:19.106540
t_3479,user_1636,merch_1051,device_1716,887.36,2025-10-20T16:11:16.106540
t_3480,user_3241,merch_997,device_1028,993.14,2025-12-24T03:58:15.107560
t_3481,user_618,merch_623,device_151,1686.71,2025-12-03T18:55:05.107560
t_3482,user_888,merch_1332,device_411,3989.0,2025-12-19T06:21:13.108586
t_3483,user_1934,merch_784,device_863,786.86,2025-11-17T19:21:56.108586
t_3484,user_810,merch_2293,device_92,1097.41,2025-12-25T12:21:53.109606
t_3485,user_648,merch_2387,device_1230,1918.32,2025-10-26T12:19:18.109606
t_3486,user_1137,merch_720,device_419,1263.23,2025-10-11T03:05:01.110626
t_3487,user_2485,merch_1715,device_680,400.59,2025-12-14T11:39:43.111665
t_3488,user_1782,merch_1212,device_948,2289.68,2025-12-18T01:29:03.111665
t_3489,user_1996,merch_1701,device_839,1615.43,2025-10-01T20:24:08.112684
t_3490,user_1447,merch_970,device_1230,3354.74,2025-10-05T16:07:33.112684
t_3491,user_3903,merch_965,device_1069,1526.09,2025-12-02T01:27:10.113704
t_3492,user_2489,merch_326,device_1356,349.08,2025-11-27T06:21:13.113704
t_3493,user_2124,merch_135,device_1088,1344.81,2025-12-08T21:33:09.114723
t_3494,user_1705,merch_394,device_1397,759.06,2025-11-16T18:40:12.114723
t_3495,user_2586,merch_1417,device_1441,961.47,2025-12-25T19:22:05.115742
t_3496,user_2801,merch_1508,device_307,1326.04,2025-09-30T00:32:24.116761
t_3497,user_2453,merch_1147,device_469,247.29,2025-12-12T18:02:54.116761
t_3498,user_1397,merch_1754,device_1483,7000.0,2025-10-22T12:29:46.117780
t_3499,user_1513,merch_1315,device_401,3494.77,2025-12-26T20:39:00.117780
t_3500,user_258,merch_1676,device_1033,445.58,2025-10-28T10:13:52.118799
t_3501,user_1708,merch_661,device_1554,725.46,2025-10-18T05:18:54.118799
t_3502,user_2819,merch_412,device_506,1042.01,2025-10-08T22:02:08.119834
t_3503,user_2596,merch_601,device_860,770.47,2025-12-23T00:41:39.119834
t_3504,user_3222,merch_766,device_1962,331.35,2025-11-29T02:38:21.120854
t_3505,user_2364,merch_2127,device_949,897.12,2025-12-01T17:31:04.120854
t_3506,user_3694,merch_229,device_1634,2010.14,2025-10-30T19:19:48.121874
t_3507,user_3201,merch_1270,device_1824,2366.64,2025-10-22T17:23:26.122893
t_3508,user_2900,merch_27,device_1826,573.39,2025-12-11T12:45:19.122893
t_3509,user_3331,merch_1584,device_1691,3731.87,2025-12-23T10:08:51.123912
t_3510,user_2307,merch_1130,device_1368,1784.57,2025-10-27T09:06:36.123912
t_3511,user_1283,merch_2000,device_676,322.06,2025-11-23T16:25:27.124932
t_3512,user_1573,merch_1023,device_760,1989.75,2025-10-09T00:55:33.124932
t_3513,user_333,merch_1575,device_1494,468.14,2025-10-03T18:08:19.125951
t_3514,user_2468,merch_924,device_1136,1824.48,2025-10-17T14:20:14.127086
t_3515,user_274,merch_2016,device_1636,736.32,2025-12-24T04:24:23.127086
t_3516,user_3241,merch_1949,device_1091,820.62,2025-11-18T13:26:46.128097
t_3517,user_1490,merch_1832,device_538,1161.45,2025-10-03T05:45:04.129109
t_3518,user_1940,merch_18,device_1025,1628.69,2025-11-14T17:31:56.130382
t_3519,user_1340,merch_2200,device_953,2046.11,2025-11-18T10:19:28.131405
t_3520,user_2301,merch_1837,device_1176,860.81,2025-10-21T21:56:13.132428
t_3521,user_3918,merch_2270,device_135,1026.22,2025-12-20T18:51:39.132428
t_3522,user_2477,merch_562,device_1773,4117.13,2025-10-17T04:33:52.133448
t_3523,user_3375,merch_916,device_500,2293.79,2025-12-11T12:43:14.133448
t_3524,user_3922,merch_696,device_981,462.83,2025-12-06T22:00:56.134467
t_3525,user_1210,merch_1439,device_881,2861.95,2025-10-19T12:31:27.134467
t_3526,user_2144,merch_1834,device_208,2240.68,2025-11-02T15:42:02.135506
t_3527,user_1016,merch_1729,device_1467,2404.35,2025-11-27T08:40:47.136525
t_3528,user_2869,merch_485,device_1748,587.82,2025-10-06T04:39:44.136525
t_3529,user_1221,merch_1735,device_1752,3177.55,2025-10-21T03:56:07.137545
t_3530,user_836,merch_480,device_1257,447.57,2025-11-27T16:27:05.137545
t_3531,user_118,merch_2429,device_1857,467.38,2025-11-11T21:41:35.138564
t_3532,user_322,merch_2235,device_830,3276.83,2025-11-26T20:09:37.138564
t_3533,user_1829,merch_273,device_351,791.32,2025-10-17T00:43:36.139584
t_3534,user_642,merch_2270,device_292,1362.0,2025-10-21T09:51:37.139584
t_3535,user_441,merch_1577,device_1726,4849.78,2025-12-27T08:41:39.140603
t_3536,user_1130,merch_1762,device_1923,809.29,2025-11-09T01:43:07.141623
t_3537,user_1166,merch_456,device_1256,414.97,2025-11-07T22:35:08.141623
t_3538,user_1322,merch_2011,device_579,698.44,2025-12-23T14:22:50.142736
t_3539,user_214,merch_77,device_559,399.25,2025-10-25T08:54:57.142736
t_3540,user_1954,merch_155,device_436,1036.16,2025-11-13T14:53:23.143756
t_3541,user_3407,merch_334,device_877,1160.32,2025-11-11T07:27:41.143756
t_3542,user_104,merch_1551,device_1837,2056.64,2025-11-11T13:58:24.144775
t_3543,user_1620,merch_1074,device_1630,705.7,2025-11-11T07:49:06.144775
t_3544,user_2636,merch_351,device_1554,354.08,2025-12-09T15:21:35.145794
t_3545,user_3098,merch_2139,device_6,3429.07,2025-12-27T03:57:33.145794
t_3546,user_228,merch_1287,device_1723,4770.5,2025-12-15T16:31:59.146814
t_3547,user_2937,merch_744,device_1795,1772.59,2025-11-07T20:01:38.147833
t_3548,user_261,merch_216,device_995,1722.58,2025-11-26T09:00:32.147833
t_3549,user_620,merch_1024,device_1926,1308.06,2025-10-26T04:13:05.148851
t_3550,user_3850,merch_832,device_60,311.02,2025-11-23T22:47:12.148851
t_3551,user_3091,merch_1182,device_938,379.12,2025-10-04T22:42:23.149887
t_3552,user_1385,merch_1989,device_1369,376.32,2025-10-03T05:18:11.149887
t_3553,user_3075,merch_607,device_1350,296.93,2025-11-30T13:16:29.150906
t_3554,user_2232,merch_1320,device_1779,4300.68,2025-12-25T13:07:17.150906
t_3555,user_2628,merch_690,device_542,655.85,2025-10-30T12:07:30.151926
t_3556,user_2245,merch_878,device_1603,478.81,2025-11-22T02:44:14.152945
t_3557,user_1837,merch_973,device_453,739.66,2025-11-24T01:35:56.152945
t_3558,user_931,merch_1888,device_1244,696.32,2025-12-11T21:09:48.153964
t_3559,user_99,merch_2281,device_857,1171.47,2025-12-06T03:58:18.153964
t_3560,user_1960,merch_843,device_982,1995.58,2025-12-18T15:19:50.154984
t_3561,user_3106,merch_1284,device_1957,831.77,2025-12-06T08:41:54.154984
t_3562,user_3909,merch_2231,device_1785,3037.28,2025-10-12T07:10:41.156003
t_3563,user_1308,merch_350,device_1188,819.12,2025-11-17T10:32:14.156003
t_3564,user_78,merch_2398,device_323,1096.46,2025-10-26T19:07:48.157022
t_3565,user_2016,merch_2018,device_294,3940.73,2025-10-08T18:02:08.158061
t_3566,user_2252,merch_562,device_874,7000.0,2025-12-13T11:34:10.158061
t_3567,user_2415,merch_299,device_1543,3065.85,2025-10-03T15:04:51.159080
t_3568,user_2386,merch_938,device_435,2876.99,2025-11-03T05:29:18.159080
t_3569,user_2874,merch_1816,device_1581,412.63,2025-10-28T16:13:10.160100
t_3570,user_2085,merch_1159,device_908,991.13,2025-11-01T23:50:09.160100
t_3571,user_1626,merch_421,device_377,1044.38,2025-12-16T03:21:08.161119
t_3572,user_30,merch_2047,device_205,739.36,2025-12-22T14:16:45.161119
t_3573,user_1088,merch_1532,device_2,7000.0,2025-11-11T01:13:03.162139
t_3574,user_1590,merch_2131,device_1493,893.57,2025-11-29T22:50:40.163158
t_3575,user_3089,merch_688,device_1081,1288.97,2025-10-26T10:11:26.163158
t_3576,user_801,merch_740,device_110,7000.0,2025-10-28T16:51:14.164177
t_3577,user_1608,merch_1926,device_786,2884.8,2025-12-06T11:40:43.164177
t_3578,user_1849,merch_1830,device_1544,681.08,2025-12-26T15:31:37.165213
t_3579,user_3153,merch_2147,device_1314,307.55,2025-11-18T05:04:00.165213
t_3580,user_461,merch_219,device_1276,1414.84,2025-10-05T15:42:07.166234
t_3581,user_3042,merch_378,device_525,4583.7,2025-12-02T08:27:29.166234
t_3582,user_819,merch_994,device_592,2079.16,2025-12-14T18:08:25.167253
t_3583,user_3411,merch_2104,device_1164,2459.85,2025-10-17T02:56:15.167253
t_3584,user_3631,merch_2124,device_1403,5979.77,2025-10-28T03:59:52.168272
t_3585,user_1478,merch_1021,device_1645,2415.67,2025-10-17T21:40:49.169291
t_3586,user_2321,merch_591,device_20,331.51,2025-10-08T03:09:35.169291
t_3587,user_888,merch_369,device_1416,5815.24,2025-10-01T16:39:50.170310
t_3588,user_50,merch_534,device_187,4727.96,2025-10-11T19:31:47.170310
t_3589,user_3524,merch_182,device_498,845.74,2025-11-09T06:15:27.171329
t_3590,user_3878,merch_1355,device_507,2922.64,2025-11-19T06:26:27.171329
t_3591,user_1875,merch_29,device_1294,1453.26,2025-10-10T14:08:51.172349
t_3592,user_2465,merch_55,device_513,1886.54,2025-11-01T10:29:02.172349
t_3593,user_1966,merch_1926,device_1988,3366.81,2025-11-09T13:55:28.173406
t_3594,user_3256,merch_631,device_1510,2823.68,2025-11-20T06:43:28.174425
t_3595,user_318,merch_1677,device_1408,1034.17,2025-11-15T15:26:38.174425
t_3596,user_3492,merch_1404,device_208,5856.63,2025-11-09T06:53:26.175444
t_3597,user_3510,merch_401,device_283,2304.17,2025-10-11T21:56:18.175444
t_3598,user_3809,merch_1280,device_278,1705.22,2025-12-09T14:08:52.176463
t_3599,user_1562,merch_1956,device_464,506.54,2025-12-22T18:10:39.176463
t_3600,user_398,merch_449,device_1307,396.67,2025-11-05T16:34:40.177482
t_3601,user_2645,merch_1265,device_363,1151.47,2025-09-30T05:33:27.177482
t_3602,user_3038,merch_1745,device_1440,1670.54,2025-12-17T15:06:30.178501
t_3603,user_1146,merch_2449,device_1986,924.54,2025-12-22T02:19:04.179536
t_3604,user_1218,merch_2264,device_867,1703.51,2025-11-03T22:32:01.179536
t_3605,user_3680,merch_127,device_957,6389.94,2025-12-08T13:13:58.180556
t_3606,user_1076,merch_1913,device_1452,2252.77,2025-12-09T19:15:33.180556
t_3607,user_492,merch_564,device_63,765.8,2025-12-21T12:19:20.181576
t_3608,user_3605,merch_2099,device_765,960.68,2025-10-05T05:22:18.181576
t_3609,user_715,merch_1158,device_1040,1048.73,2025-10-16T02:12:08.182595
t_3610,user_461,merch_1090,device_1490,2287.92,2025-10-02T09:50:52.182595
t_3611,user_1864,merch_1964,device_1924,433.17,2025-11-01T16:57:29.183614
t_3612,user_1118,merch_1087,device_684,776.19,2025-12-04T10:49:28.184633
t_3613,user_1964,merch_1894,device_566,477.15,2025-11-29T15:50:29.184633
t_3614,user_882,merch_2275,device_1847,718.79,2025-11-25T09:03:32.185653
t_3615,user_122,merch_1524,device_720,3989.13,2025-11-01T16:10:06.185653
t_3616,user_3401,merch_1250,device_1638,1342.94,2025-12-03T05:16:15.186672
t_3617,user_1689,merch_1106,device_1727,2870.51,2025-09-30T03:19:55.186672
t_3618,user_2362,merch_2043,device_1493,2668.08,2025-12-06T00:30:06.187692
t_3619,user_3929,merch_2462,device_556,610.2,2025-12-24T04:00:05.188729
t_3620,user_2907,merch_714,device_1724,2271.37,2025-11-28T12:42:03.188729
t_3621,user_830,merch_2219,device_941,637.0,2025-11-20T18:23:06.189753
t_3622,user_2749,merch_916,device_271,2712.26,2025-12-07T21:01:26.189753
t_3623,user_961,merch_863,device_1550,1346.44,2025-12-24T11:51:25.190773
t_3624,user_2663,merch_1087,device_1563,354.23,2025-11-20T03:24:40.191792
t_3625,user_3421,merch_1898,device_1170,731.97,2025-12-08T06:56:10.191792
t_3626,user_3899,merch_450,device_16,1097.6,2025-10-05T12:12:33.192812
t_3627,user_2930,merch_134,device_1961,2554.44,2025-11-04T14:18:09.192812
t_3628,user_1173,merch_1161,device_878,357.06,2025-11-21T01:23:41.193831
t_3629,user_1868,merch_1060,device_1698,1577.55,2025-10-21T17:29:38.193831
t_3630,user_671,merch_1603,device_1216,1301.46,2025-10-10T20:29:51.194870
t_3631,user_2974,merch_319,device_496,498.51,2025-12-15T15:54:08.194870
t_3632,user_1313,merch_1884,device_1745,2749.64,2025-11-26T21:29:06.195889
t_3633,user_1667,merch_664,device_1466,1728.05,2025-12-08T04:06:11.196909
t_3634,user_1524,merch_2165,device_619,7000.0,2025-12-04T18:54:41.196909
t_3635,user_3142,merch_10,device_839,469.41,2025-10-19T13:41:59.197928
t_3636,user_2767,merch_2319,device_441,1848.0,2025-10-09T03:21:31.197928
t_3637,user_3937,merch_877,device_1997,1483.87,2025-12-18T12:05:21.198947
t_3638,user_3624,merch_1893,device_166,528.35,2025-12-28T09:32:15.198947
t_3639,user_2643,merch_1579,device_1944,669.44,2025-10-30T19:05:53.199967
t_3640,user_3529,merch_914,device_1434,2519.78,2025-10-10T00:52:29.199967
t_3641,user_1406,merch_2251,device_904,550.74,2025-11-07T01:47:20.200986
t_3642,user_2452,merch_1956,device_1324,549.0,2025-11-20T09:06:29.202006
t_3643,user_3486,merch_1145,device_1194,3195.21,2025-12-27T11:12:02.202006
t_3644,user_3343,merch_504,device_1705,2008.11,2025-11-20T11:05:59.203025
t_3645,user_334,merch_614,device_18,2256.47,2025-11-07T14:51:14.203025
t_3646,user_2053,merch_2256,device_738,1116.11,2025-10-08T01:38:36.204060
t_3647,user_425,merch_865,device_75,2188.78,2025-11-21T05:00:50.204060
t_3648,user_3827,merch_2455,device_679,390.06,2025-12-02T06:19:59.205081
t_3649,user_3029,merch_2253,device_968,2875.9,2025-10-07T05:14:05.205081
t_3650,user_2003,merch_393,device_1363,538.91,2025-10-25T10:48:49.206100
t_3651,user_2246,merch_1378,device_613,1638.05,2025-12-01T21:19:46.207119
t_3652,user_2690,merch_140,device_551,1115.97,2025-10-23T22:31:16.207119
t_3653,user_897,merch_1009,device_150,464.67,2025-10-06T14:44:52.208138
t_3654,user_2817,merch_792,device_202,754.91,2025-11-09T02:49:16.208138
t_3655,user_924,merch_889,device_1878,3484.49,2025-11-22T21:06:25.209157
t_3656,user_637,merch_1201,device_660,1396.74,2025-10-30T05:53:07.209157
t_3657,user_2933,merch_1591,device_1273,4880.11,2025-12-08T16:35:16.210194
t_3658,user_3276,merch_238,device_396,4366.14,2025-11-19T16:50:00.210194
t_3659,user_3751,merch_1619,device_1227,4530.96,2025-11-21T09:32:25.211214
t_3660,user_990,merch_575,device_232,2258.71,2025-12-27T18:13:28.212233
t_3661,user_3380,merch_74,device_607,560.35,2025-10-25T12:48:59.212233
t_3662,user_3897,merch_445,device_1448,3739.69,2025-11-21T05:49:50.213253
t_3663,user_66,merch_624,device_1252,1785.26,2025-10-11T06:05:28.213253
t_3664,user_848,merch_1858,device_1449,6215.9,2025-12-11T07:30:11.214271
t_3665,user_274,merch_708,device_1617,2329.56,2025-12-23T15:29:18.214271
t_3666,user_1728,merch_1961,device_425,540.48,2025-12-22T15:57:56.215291
t_3667,user_43,merch_2135,device_1038,2677.78,2025-12-15T23:11:28.215291
t_3668,user_1405,merch_1498,device_223,1607.61,2025-12-22T11:13:10.216312
t_3669,user_1244,merch_1169,device_72,351.83,2025-12-23T02:05:23.217332
t_3670,user_2601,merch_514,device_1278,1849.89,2025-12-02T03:45:30.217332
t_3671,user_2781,merch_1711,device_81,948.64,2025-10-20T10:44:55.218352
t_3672,user_2047,merch_2144,device_1319,2057.8,2025-11-07T10:52:36.218352
t_3673,user_1047,merch_594,device_119,385.03,2025-10-22T11:05:22.219389
t_3674,user_3083,merch_1390,device_181,269.74,2025-12-27T01:56:07.219389
t_3675,user_1731,merch_1012,device_1579,997.9,2025-11-13T08:04:29.220409
t_3676,user_3887,merch_2395,device_1861,495.89,2025-11-24T00:16:30.220409
t_3677,user_111,merch_2080,device_900,3622.44,2025-10-13T19:25:35.221428
t_3678,user_3109,merch_2083,device_447,1219.23,2025-12-17T17:45:41.222448
t_3679,user_1032,merch_644,device_284,2053.66,2025-10-18T22:30:25.222448
t_3680,user_1005,merch_157,device_1661,915.56,2025-11-19T03:10:36.223467
t_3681,user_1862,merch_784,device_1268,925.02,2025-12-19T05:35:49.223467
t_3682,user_988,merch_2274,device_1502,3627.5,2025-12-20T03:53:29.224486
t_3683,user_140,merch_77,device_1107,516.75,2025-12-10T08:54:22.224486
t_3684,user_3183,merch_79,device_829,3760.8,2025-12-07T05:51:23.225523
t_3685,user_887,merch_311,device_209,342.97,2025-11-17T23:56:21.225523
t_3686,user_1681,merch_2012,device_753,734.82,2025-11-22T19:23:18.226542
t_3687,user_2430,merch_466,device_1364,1447.61,2025-10-06T16:15:00.227561
t_3688,user_3831,merch_2494,device_1793,467.15,2025-10-06T23:45:55.227561
t_3689,user_2056,merch_2371,device_1856,4456.34,2025-12-14T02:12:18.228580
t_3690,user_2855,merch_1415,device_1156,2788.94,2025-12-26T07:05:30.228580
t_3691,user_2677,merch_877,device_1173,1783.78,2025-12-03T14:08:54.229599
t_3692,user_2398,merch_1030,device_207,1461.49,2025-11-29T17:33:04.229599
t_3693,user_2011,merch_898,device_1330,2038.57,2025-12-17T11:10:51.230618
t_3694,user_1201,merch_428,device_1743,1022.44,2025-11-10T07:36:09.230618
t_3695,user_1189,merch_910,device_321,1562.78,2025-10-24T23:18:06.231638
t_3696,user_449,merch_2143,device_253,4941.46,2025-12-08T13:11:12.231638
t_3697,user_815,merch_1671,device_1913,2802.89,2025-10-09T17:52:09.232657
t_3698,user_23,merch_1859,device_1356,1454.47,2025-11-10T05:11:28.233685
t_3699,user_3164,merch_961,device_1332,160.62,2025-12-03T03:14:15.233685
t_3700,user_748,merch_1663,device_1011,993.05,2025-10-29T04:58:01.234775
t_3701,user_936,merch_1760,device_1374,1487.75,2025-12-27T04:02:05.234775
t_3702,user_415,merch_88,device_879,1837.31,2025-10-01T02:15:29.235797
t_3703,user_3032,merch_1588,device_783,884.89,2025-11-16T03:42:39.235797
t_3704,user_2305,merch_2428,device_602,792.35,2025-10-18T23:15:53.236818
t_3705,user_1501,merch_1773,device_1747,816.11,2025-10-24T22:19:50.237839
t_3706,user_84,merch_706,device_1978,561.12,2025-11-08T17:12:16.237839
t_3707,user_2600,merch_884,device_467,466.43,2025-12-01T04:27:24.238860
t_3708,user_1940,merch_1039,device_797,1156.54,2025-12-20T05:00:55.238860
t_3709,user_2282,merch_970,device_905,6629.13,2025-10-31T22:38:57.239901
t_3710,user_266,merch_932,device_782,778.51,2025-12-14T16:34:24.239901
t_3711,user_1944,merch_716,device_1086,471.09,2025-10-15T23:05:27.240922
t_3712,user_3713,merch_1620,device_84,2622.03,2025-12-08T11:21:26.240922
t_3713,user_495,merch_1749,device_1195,875.26,2025-10-11T17:09:21.241943
t_3714,user_2336,merch_1318,device_1920,3423.17,2025-11-09T18:54:43.242963
t_3715,user_2722,merch_1113,device_75,1608.87,2025-11-25T02:25:29.242963
t_3716,user_1529,merch_1037,device_1436,2376.6,2025-11-22T00:14:12.243985
t_3717,user_273,merch_2420,device_1003,1061.93,2025-11-04T12:03:14.243985
t_3718,user_759,merch_622,device_38,3229.81,2025-10-01T05:22:14.245007
t_3719,user_2292,merch_2007,device_1851,416.84,2025-10-21T22:14:24.245007
t_3720,user_603,merch_1890,device_1589,4672.5,2025-10-13T17:39:38.246029
t_3721,user_45,merch_1567,device_1209,958.21,2025-12-06T15:34:53.247051
t_3722,user_3228,merch_144,device_1521,1021.94,2025-11-14T12:52:50.247051
t_3723,user_2727,merch_541,device_657,1378.34,2025-11-20T19:49:28.248072
t_3724,user_36,merch_2155,device_1799,1045.56,2025-10-18T02:28:08.248072
t_3725,user_1308,merch_280,device_1129,1569.17,2025-10-14T13:27:55.249095
t_3726,user_3281,merch_120,device_96,633.97,2025-12-16T01:00:21.250078
t_3727,user_1959,merch_1124,device_1289,6246.56,2025-10-10T09:57:28.251078
t_3728,user_706,merch_908,device_1284,418.43,2025-10-29T00:25:44.251078
t_3729,user_3517,merch_1162,device_1885,734.4,2025-11-24T12:26:11.252462
t_3730,user_2732,merch_1999,device_454,730.31,2025-10-21T04:01:37.253486
t_3731,user_595,merch_1969,device_809,2436.35,2025-10-25T02:19:01.253486
t_3732,user_1956,merch_925,device_298,231.14,2025-12-09T10:49:30.254507
t_3733,user_2318,merch_1428,device_287,275.6,2025-12-05T17:19:59.255545
t_3734,user_3439,merch_2281,device_85,2197.11,2025-12-04T17:21:38.256564
t_3735,user_3391,merch_1701,device_1091,1437.73,2025-10-15T10:59:44.256564
t_3736,user_3081,merch_725,device_958,484.03,2025-12-07T07:02:06.257584
t_3737,user_3197,merch_1141,device_220,2222.69,2025-12-09T10:06:06.258604
t_3738,user_2751,merch_119,device_353,1884.37,2025-11-16T16:39:19.258604
t_3739,user_1600,merch_818,device_1083,3202.73,2025-11-06T19:32:15.259623
t_3740,user_3066,merch_524,device_708,252.58,2025-10-26T07:32:07.259623
t_3741,user_2518,merch_1547,device_1082,301.01,2025-11-26T06:46:06.260641
t_3742,user_3640,merch_2060,device_491,937.18,2025-11-20T08:31:36.260641
t_3743,user_988,merch_467,device_377,1041.55,2025-10-26T21:01:49.261660
t_3744,user_2036,merch_1715,device_1702,188.14,2025-12-01T13:52:45.261660
t_3745,user_2456,merch_829,device_44,217.94,2025-10-14T21:53:05.262679
t_3746,user_2300,merch_319,device_1966,365.14,2025-11-17T05:15:09.262679
t_3747,user_3165,merch_939,device_148,789.39,2025-12-08T19:09:10.263697
t_3748,user_1136,merch_189,device_1070,582.81,2025-11-06T11:10:53.264716
t_3749,user_1150,merch_1870,device_1979,423.46,2025-09-30T03:36:55.264716
t_3750,user_1243,merch_1810,device_868,478.69,2025-12-16T13:57:50.265883
t_3751,user_2479,merch_1304,device_1140,2160.54,2025-11-19T00:04:29.265883
t_3752,user_3503,merch_297,device_1644,2544.96,2025-11-01T06:11:33.266903
t_3753,user_1997,merch_2067,device_1468,2634.17,2025-12-15T05:15:41.266903
t_3754,user_3782,merch_1366,device_1573,3445.18,2025-11-29T08:00:59.267922
t_3755,user_1922,merch_2197,device_1978,4502.91,2025-10-30T18:59:33.267922
t_3756,user_3994,merch_2483,device_540,5926.26,2025-10-10T20:27:07.268940
t_3757,user_2524,merch_2214,device_878,5285.06,2025-12-23T01:54:57.269977
t_3758,user_257,merch_1954,device_429,628.77,2025-12-08T15:03:42.269977
t_3759,user_3826,merch_659,device_1215,452.17,2025-12-21T05:52:54.270996
t_3760,user_2434,merch_957,device_1184,1677.26,2025-10-27T23:05:42.270996
t_3761,user_3796,merch_652,device_1398,557.68,2025-12-27T08:15:37.272015
t_3762,user_2318,merch_1085,device_1427,4305.78,2025-12-19T06:28:01.272015
t_3763,user_785,merch_470,device_1785,4674.62,2025-10-27T03:27:07.273034
t_3764,user_2769,merch_355,device_357,365.9,2025-12-01T10:35:08.273034
